opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value,is_won,is_closed,cycle_days,manager,regional_office,sector,year_established,revenue,employees,office_location,subsidiary_of,series,sales_price
NJ1YGDZW,Darcel Schlecht,GTX Pro,Stanredtax,Won,2017-10-20,2017-10-28,4699.0,True,True,8.0,Melvin Marxen,Central,finance,1987.0,1698.2,3798.0,United States,,GTX,4821
CZC1J6FQ,Gladys Colclough,GTX Plus Pro,Cancity,Lost,2017-10-20,2017-10-24,0.0,False,True,4.0,Melvin Marxen,Central,retail,2001.0,718.62,2448.0,United States,,GTX,5482
WSWJJ234,Gladys Colclough,MG Special,Genco Pura Olive Oil Company,Lost,2017-10-20,2017-10-22,0.0,False,True,2.0,Melvin Marxen,Central,retail,2007.0,894.33,1635.0,Italy,,MG,55
MDBKYL2Q,Gladys Colclough,MG Special,Stanredtax,Won,2017-10-20,2017-10-30,60.0,True,True,10.0,Melvin Marxen,Central,finance,1987.0,1698.2,3798.0,United States,,MG,55
M9EU34FE,Hayden Neloms,GTX Plus Pro,Hatfan,Won,2017-10-20,2017-10-21,6026.0,True,True,1.0,Celia Rouche,West,services,1982.0,792.46,1299.0,United States,,GTX,5482
HCARIWPE,James Ascencio,GTX Plus Pro,Golddex,Lost,2017-10-20,2017-10-27,0.0,False,True,7.0,Summer Sewald,West,finance,2008.0,52.5,165.0,United States,,GTX,5482
WGJB2VDU,James Ascencio,GTX Plus Pro,Newex,Won,2017-10-20,2017-12-25,5095.0,True,True,66.0,Summer Sewald,West,services,1991.0,1012.72,3492.0,Germany,,GTX,5482
RYWETTBK,Kami Bicknell,GTX Basic,Fasehatice,Engaging,2017-10-20,,,False,False,,Summer Sewald,West,retail,1990.0,4968.91,7523.0,United States,,GTX,550
JSLSL3SU,Kami Bicknell,GTX Basic,Sunnamplex,Won,2017-10-20,2017-12-16,565.0,True,True,57.0,Summer Sewald,West,marketing,2008.0,894.37,1593.0,Poland,,GTX,550
N1B45KIT,Maureen Marcano,GTX Plus Pro,Y-corporation,Won,2017-10-20,2017-12-22,5883.0,True,True,63.0,Summer Sewald,West,employment,1983.0,2871.35,9561.0,United States,,GTX,5482
30UA0RS8,Niesha Huffines,GTX Plus Basic,Funholding,Won,2017-10-20,2017-12-12,1135.0,True,True,53.0,Melvin Marxen,Central,finance,1991.0,2819.5,7227.0,United States,Golddex,GTX,1096
R1Z8J1JL,Reed Clapper,GTX Plus Basic,Konex,Won,2017-10-20,2017-12-21,903.0,True,True,62.0,Rocco Neubert,East,technolgy,1980.0,7708.38,13756.0,United States,,GTX,1096
2DY9U1V7,Rosie Papadopoulos,GTX Pro,Konex,Engaging,2017-10-20,,,False,False,,Cara Losch,East,technolgy,1980.0,7708.38,13756.0,United States,,GTX,4821
MJODFG6C,Vicki Laflamme,MG Special,Green-Plus,Lost,2017-10-20,2017-10-27,0.0,False,True,7.0,Celia Rouche,West,services,2003.0,692.19,1922.0,United States,,MG,55
6D7N5SQ7,Vicki Laflamme,MG Special,Lexiqvolax,Lost,2017-10-20,2017-10-28,0.0,False,True,8.0,Celia Rouche,West,medical,2004.0,1618.89,3889.0,United States,,MG,55
DQIKGS2U,Vicki Laflamme,MG Special,Dalttechnology,Won,2017-10-20,2017-11-03,48.0,True,True,14.0,Celia Rouche,West,software,2013.0,98.79,96.0,United States,Bubba Gump,MG,55
EZNAGRVB,Zane Levy,GTX Plus Pro,Hatfan,Won,2017-10-20,2017-10-30,5388.0,True,True,10.0,Summer Sewald,West,services,1982.0,792.46,1299.0,United States,,GTX,5482
C1M1RST0,Zane Levy,GTX Pro,Plexzap,Won,2017-10-20,2017-10-27,4109.0,True,True,7.0,Summer Sewald,West,retail,2001.0,2437.85,4874.0,United States,,GTX,4821
KIZOEC3M,Anna Snelling,GTX Plus Basic,dambase,Lost,2017-10-21,2017-10-23,0.0,False,True,2.0,Dustin Brinkmann,Central,marketing,1995.0,2173.98,2928.0,United States,Inity,GTX,1096
CO7T7H41,Anna Snelling,MG Special,Ron-tech,Lost,2017-10-21,2017-10-27,0.0,False,True,6.0,Dustin Brinkmann,Central,medical,1992.0,3922.42,6837.0,United States,,MG,55
BMQYRJC7,Anna Snelling,GTX Plus Pro,Codehow,Won,2017-10-21,2017-12-16,5543.0,True,True,56.0,Dustin Brinkmann,Central,software,1998.0,2714.9,2641.0,United States,Acme Corporation,GTX,5482
6ALPIXB7,Cassey Cress,GTX Plus Basic,Donware,Lost,2017-10-21,2017-11-29,0.0,False,True,39.0,Rocco Neubert,East,marketing,1999.0,1197.44,2570.0,United States,,GTX,1096
5NVTQW38,Cecily Lampkin,GTX Plus Basic,Streethex,Lost,2017-10-21,2017-10-28,0.0,False,True,7.0,Dustin Brinkmann,Central,retail,1988.0,1376.8,1165.0,Belgium,,GTX,1096
IOUUN8LM,Cecily Lampkin,MG Advanced,Genco Pura Olive Oil Company,Lost,2017-10-21,2017-10-27,0.0,False,True,6.0,Dustin Brinkmann,Central,retail,2007.0,894.33,1635.0,Italy,,MG,3393
3EZLRW47,Darcel Schlecht,GTX Pro,Bioholding,Lost,2017-10-21,2017-10-31,0.0,False,True,10.0,Melvin Marxen,Central,medical,2012.0,587.34,1356.0,Philipines,,GTX,4821
09AILR04,Darcel Schlecht,GTX Pro,Statholdings,Won,2017-10-21,2017-10-29,4732.0,True,True,8.0,Melvin Marxen,Central,employment,1997.0,291.27,586.0,United States,,GTX,4821
KSYI5DDW,Darcel Schlecht,MG Special,Codehow,Won,2017-10-21,2017-11-07,55.0,True,True,17.0,Melvin Marxen,Central,software,1998.0,2714.9,2641.0,United States,Acme Corporation,MG,55
W4R2C7N9,Donn Cantrell,GTX Basic,Xx-zobam,Lost,2017-10-21,2017-10-30,0.0,False,True,9.0,Rocco Neubert,East,entertainment,1989.0,3838.39,8274.0,United States,,GTX,550
KY1CESUN,Donn Cantrell,GTX Plus Pro,The New York Inquirer,Lost,2017-10-21,2017-10-29,0.0,False,True,8.0,Rocco Neubert,East,medical,1996.0,439.21,792.0,United States,,GTX,5482
M4EHG2ZB,Gladys Colclough,MG Special,Konmatfix,Won,2017-10-21,2017-10-30,52.0,True,True,9.0,Melvin Marxen,Central,marketing,1985.0,375.43,1190.0,United States,,MG,55
DLAMSRVT,Jonathan Berthelot,GTX Basic,Genco Pura Olive Oil Company,Lost,2017-10-21,2017-10-22,0.0,False,True,1.0,Melvin Marxen,Central,retail,2007.0,894.33,1635.0,Italy,,GTX,550
PZNZD22T,Kami Bicknell,GTX Basic,Doncon,Lost,2017-10-21,2017-12-14,0.0,False,True,54.0,Summer Sewald,West,technolgy,2010.0,587.72,1501.0,United States,,GTX,550
FVCN0HQ9,Kary Hendrixson,GTX Basic,Cheers,Lost,2017-10-21,2017-10-23,0.0,False,True,2.0,Summer Sewald,West,entertainment,1993.0,4269.9,6472.0,United States,Massive Dynamic,GTX,550
A0FVQ8KO,Kary Hendrixson,GTX Basic,Labdrill,Won,2017-10-21,2017-10-27,575.0,True,True,6.0,Summer Sewald,West,medical,1985.0,2741.37,9226.0,United States,,GTX,550
6KGX67OZ,Maureen Marcano,GTX Basic,Green-Plus,Lost,2017-10-21,2017-10-30,0.0,False,True,9.0,Summer Sewald,West,services,2003.0,692.19,1922.0,United States,,GTX,550
BXXGLPD7,Niesha Huffines,MG Special,Domzoom,Lost,2017-10-21,2017-11-01,0.0,False,True,11.0,Melvin Marxen,Central,entertainment,1998.0,217.87,551.0,United States,,MG,55
MHF6GSB6,Reed Clapper,MG Advanced,Plussunin,Won,2017-10-21,2017-10-29,3612.0,True,True,8.0,Rocco Neubert,East,retail,2003.0,1419.98,4018.0,United States,,MG,3393
TFILI4TE,Violet Mclelland,MG Special,Zathunicon,Lost,2017-10-21,2017-10-25,0.0,False,True,4.0,Cara Losch,East,retail,2010.0,71.12,144.0,United States,,MG,55
4P0SDD91,Wilburn Farren,GTX Pro,Iselectrics,Won,2017-10-21,2017-12-15,4970.0,True,True,55.0,Cara Losch,East,technolgy,2011.0,527.11,1428.0,United States,Acme Corporation,GTX,4821
ZZ4X9VN3,Wilburn Farren,MG Advanced,Ganjaflex,Won,2017-10-21,2017-10-31,2995.0,True,True,10.0,Cara Losch,East,retail,1995.0,5158.71,17479.0,Japan,,MG,3393
0J3UU8PZ,Boris Faz,GTX Basic,Zathunicon,Won,2017-10-22,2017-12-30,546.0,True,True,69.0,Rocco Neubert,East,retail,2010.0,71.12,144.0,United States,,GTX,550
UYPF6FZ3,Boris Faz,GTX Plus Basic,Gekko & Co,Won,2017-10-22,2017-12-20,1184.0,True,True,59.0,Rocco Neubert,East,retail,1990.0,2520.83,3502.0,United States,,GTX,1096
2HKRINHL,Cassey Cress,GTX Plus Pro,Plussunin,Won,2017-10-22,2017-10-24,5500.0,True,True,2.0,Rocco Neubert,East,retail,2003.0,1419.98,4018.0,United States,,GTX,5482
G5JXIYRO,Cecily Lampkin,MG Advanced,Domzoom,Won,2017-10-22,2017-10-24,3616.0,True,True,2.0,Dustin Brinkmann,Central,entertainment,1998.0,217.87,551.0,United States,,MG,3393
4MXSHU7X,Corliss Cosme,GTK 500,Kan-code,Lost,2017-10-22,2017-11-30,0.0,False,True,39.0,Cara Losch,East,software,1982.0,11698.03,34288.0,United States,,GTK,26768
H4FIU51C,Daniell Hammack,MG Advanced,Mathtouch,Lost,2017-10-22,2017-10-26,0.0,False,True,4.0,Rocco Neubert,East,marketing,1984.0,3027.46,9516.0,Jordan,,MG,3393
CC2ICRAG,Darcel Schlecht,GTX Plus Basic,Rundofase,Won,2017-10-22,2017-12-29,1087.0,True,True,68.0,Melvin Marxen,Central,technolgy,1983.0,1008.06,1238.0,United States,,GTX,1096
RDC531P5,Darcel Schlecht,GTX Pro,Inity,Won,2017-10-22,2017-10-30,3578.0,True,True,8.0,Melvin Marxen,Central,marketing,1986.0,2403.58,8801.0,United States,,GTX,4821
9QX62IL2,Elease Gluck,GTX Basic,Finjob,Won,2017-10-22,2017-10-29,544.0,True,True,7.0,Celia Rouche,West,employment,1988.0,2059.9,3644.0,United States,,GTX,550
3GRTE6VM,Elease Gluck,MG Advanced,Dalttechnology,Won,2017-10-22,2017-10-29,3082.0,True,True,7.0,Celia Rouche,West,software,2013.0,98.79,96.0,United States,Bubba Gump,MG,3393
E4BPOOL6,Elease Gluck,MG Advanced,Hottechi,Won,2017-10-22,2017-10-24,3450.0,True,True,2.0,Celia Rouche,West,technolgy,1997.0,8170.38,16499.0,Korea,,MG,3393
B894QWQM,Garret Kinder,GTX Pro,Kan-code,Won,2017-10-22,2017-10-29,5360.0,True,True,7.0,Cara Losch,East,software,1982.0,11698.03,34288.0,United States,,GTX,4821
U9QMLC5Z,James Ascencio,GTX Pro,Cheers,Won,2017-10-22,2017-11-01,4991.0,True,True,10.0,Summer Sewald,West,entertainment,1993.0,4269.9,6472.0,United States,Massive Dynamic,GTX,4821
VCQBM844,James Ascencio,MG Advanced,Cheers,Won,2017-10-22,2017-10-30,3294.0,True,True,8.0,Summer Sewald,West,entertainment,1993.0,4269.9,6472.0,United States,Massive Dynamic,MG,3393
UE66OOQS,Jonathan Berthelot,GTX Plus Basic,Conecom,Lost,2017-10-22,2017-10-30,0.0,False,True,8.0,Melvin Marxen,Central,technolgy,2005.0,1520.66,1806.0,United States,,GTX,1096
W5ABRRKC,Markita Hansen,GTX Plus Basic,Rantouch,Won,2017-10-22,2017-10-31,981.0,True,True,9.0,Celia Rouche,West,telecommunications,1994.0,1188.42,3015.0,United States,,GTX,1096
Y8KI5ANO,Marty Freudenburg,GTX Plus Basic,Isdom,Lost,2017-10-22,2017-11-03,0.0,False,True,12.0,Melvin Marxen,Central,medical,2002.0,3178.24,4540.0,United States,,GTX,1096
CTM8WFGW,Marty Freudenburg,GTX Plus Pro,Streethex,Won,2017-10-22,2017-10-23,6233.0,True,True,1.0,Melvin Marxen,Central,retail,1988.0,1376.8,1165.0,Belgium,,GTX,5482
RFUJTKVO,Marty Freudenburg,MG Special,Domzoom,Won,2017-10-22,2017-11-28,55.0,True,True,37.0,Melvin Marxen,Central,entertainment,1998.0,217.87,551.0,United States,,MG,55
ZMEKFXC5,Niesha Huffines,MG Special,Globex Corporation,Lost,2017-10-22,2017-10-28,0.0,False,True,6.0,Melvin Marxen,Central,technolgy,2000.0,1223.72,2497.0,Norway,,MG,55
LO2BMO33,Niesha Huffines,GTX Plus Pro,Conecom,Won,2017-10-22,2017-12-10,6142.0,True,True,49.0,Melvin Marxen,Central,technolgy,2005.0,1520.66,1806.0,United States,,GTX,5482
GL2FM1RM,Rosalina Dieter,GTX Basic,,Engaging,2017-10-22,,,False,False,,Celia Rouche,West,,,,,,,GTX,550
4ETFTKHJ,Rosalina Dieter,MG Special,Golddex,Lost,2017-10-22,2017-10-29,0.0,False,True,7.0,Celia Rouche,West,finance,2008.0,52.5,165.0,United States,,MG,55
528YB7Q0,Rosie Papadopoulos,GTX Plus Basic,Umbrella Corporation,Lost,2017-10-22,2017-12-06,0.0,False,True,45.0,Cara Losch,East,finance,1998.0,2022.14,5113.0,United States,,GTX,1096
OFEUX5PI,Vicki Laflamme,GTX Pro,Hatfan,Won,2017-10-22,2017-10-28,5190.0,True,True,6.0,Celia Rouche,West,services,1982.0,792.46,1299.0,United States,,GTX,4821
S3V8Z52J,Cassey Cress,MG Advanced,Initech,Lost,2017-10-23,2017-10-25,0.0,False,True,2.0,Rocco Neubert,East,telecommunications,1994.0,6395.05,20275.0,United States,,MG,3393
TTYSSNJH,Cassey Cress,GTX Plus Basic,Gekko & Co,Won,2017-10-23,2017-11-01,1027.0,True,True,9.0,Rocco Neubert,East,retail,1990.0,2520.83,3502.0,United States,,GTX,1096
LROWI84G,Darcel Schlecht,GTX Plus Basic,Dontechi,Won,2017-10-23,2017-10-31,1237.0,True,True,8.0,Melvin Marxen,Central,software,1982.0,4618.0,10083.0,United States,,GTX,1096
IQAP70OD,Darcel Schlecht,GTX Plus Basic,Streethex,Won,2017-10-23,2017-10-29,965.0,True,True,6.0,Melvin Marxen,Central,retail,1988.0,1376.8,1165.0,Belgium,,GTX,1096
JWWVG8KG,Darcel Schlecht,GTX Pro,Inity,Won,2017-10-23,2017-11-03,5729.0,True,True,11.0,Melvin Marxen,Central,marketing,1986.0,2403.58,8801.0,United States,,GTX,4821
7PEL3AIZ,Darcel Schlecht,GTX Pro,Isdom,Won,2017-10-23,2017-10-24,5685.0,True,True,1.0,Melvin Marxen,Central,medical,2002.0,3178.24,4540.0,United States,,GTX,4821
NXQR7LX6,Darcel Schlecht,GTX Pro,Rundofase,Won,2017-10-23,2017-10-26,4024.0,True,True,3.0,Melvin Marxen,Central,technolgy,1983.0,1008.06,1238.0,United States,,GTX,4821
JL358E5T,Donn Cantrell,GTX Basic,Silis,Won,2017-10-23,2017-12-12,511.0,True,True,50.0,Rocco Neubert,East,medical,1994.0,2818.38,6290.0,United States,,GTX,550
DHUG18WU,Elease Gluck,GTX Plus Pro,Sonron,Lost,2017-10-23,2017-10-30,0.0,False,True,7.0,Celia Rouche,West,telecommunications,1999.0,1699.85,5108.0,United States,,GTX,5482
T6ENEYKW,Garret Kinder,GTX Pro,Ontomedia,Lost,2017-10-23,2017-11-04,0.0,False,True,12.0,Cara Losch,East,employment,1997.0,882.12,2769.0,United States,,GTX,4821
3MGMH9AE,Gladys Colclough,MG Advanced,Stanredtax,Lost,2017-10-23,2017-10-24,0.0,False,True,1.0,Melvin Marxen,Central,finance,1987.0,1698.2,3798.0,United States,,MG,3393
JJGRAQ2K,Kary Hendrixson,GTX Plus Pro,Rangreen,Engaging,2017-10-23,,,False,False,,Summer Sewald,West,technolgy,1987.0,2938.67,8775.0,Panama,,GTX,5482
4Z84VV2P,Kary Hendrixson,GTX Pro,Y-corporation,Won,2017-10-23,2017-11-05,4382.0,True,True,13.0,Summer Sewald,West,employment,1983.0,2871.35,9561.0,United States,,GTX,4821
DMYP7REE,Marty Freudenburg,GTX Plus Basic,Funholding,Lost,2017-10-23,2017-11-19,0.0,False,True,27.0,Melvin Marxen,Central,finance,1991.0,2819.5,7227.0,United States,Golddex,GTX,1096
1SKNSG2B,Marty Freudenburg,GTX Plus Pro,Treequote,Won,2017-10-23,2017-10-30,5516.0,True,True,7.0,Melvin Marxen,Central,telecommunications,1988.0,5266.09,8595.0,United States,Sonron,GTX,5482
G6MUC5R6,Versie Hillebrand,GTX Plus Pro,Finhigh,Lost,2017-10-23,2017-11-06,0.0,False,True,14.0,Dustin Brinkmann,Central,finance,2006.0,1102.43,1759.0,United States,,GTX,5482
X7MN9ROG,Vicki Laflamme,GTX Plus Pro,,Engaging,2017-10-23,,,False,False,,Celia Rouche,West,,,,,,,GTX,5482
6445PW4Z,Vicki Laflamme,GTX Pro,Rantouch,Lost,2017-10-23,2017-10-24,0.0,False,True,1.0,Celia Rouche,West,telecommunications,1994.0,1188.42,3015.0,United States,,GTX,4821
CUJIRCWV,Vicki Laflamme,MG Special,Condax,Won,2017-10-23,2017-12-28,51.0,True,True,66.0,Celia Rouche,West,medical,2017.0,4.54,9.0,United States,,MG,55
YSFFEUCQ,Zane Levy,GTX Plus Basic,Groovestreet,Lost,2017-10-23,2017-10-28,0.0,False,True,5.0,Summer Sewald,West,retail,2003.0,223.8,299.0,United States,,GTX,1096
OX0NE27G,Zane Levy,GTX Plus Basic,Kan-code,Won,2017-10-23,2017-10-31,1195.0,True,True,8.0,Summer Sewald,West,software,1982.0,11698.03,34288.0,United States,,GTX,1096
0B09WODM,Boris Faz,GTX Plus Basic,Mathtouch,Lost,2017-10-24,2017-10-26,0.0,False,True,2.0,Rocco Neubert,East,marketing,1984.0,3027.46,9516.0,Jordan,,GTX,1096
FSC4A2HZ,Cassey Cress,GTX Plus Pro,Silis,Lost,2017-10-24,2017-10-25,0.0,False,True,1.0,Rocco Neubert,East,medical,1994.0,2818.38,6290.0,United States,,GTX,5482
YT5GLR6D,Cassey Cress,MG Advanced,Kinnamplus,Won,2017-10-24,2017-11-02,3588.0,True,True,9.0,Rocco Neubert,East,retail,2004.0,702.72,1831.0,United States,,MG,3393
S7UVZXM3,Corliss Cosme,MG Special,,Engaging,2017-10-24,,,False,False,,Cara Losch,East,,,,,,,MG,55
KOPJOMQE,Daniell Hammack,GTX Plus Basic,Massive Dynamic,Lost,2017-10-24,2017-10-29,0.0,False,True,5.0,Rocco Neubert,East,entertainment,1989.0,665.06,1095.0,United States,,GTX,1096
AS2BKSCT,Darcel Schlecht,GTX Plus Basic,Codehow,Lost,2017-10-24,2017-11-08,0.0,False,True,15.0,Melvin Marxen,Central,software,1998.0,2714.9,2641.0,United States,Acme Corporation,GTX,1096
S3GVO59B,Darcel Schlecht,GTX Pro,Stanredtax,Won,2017-10-24,2017-12-01,5542.0,True,True,38.0,Melvin Marxen,Central,finance,1987.0,1698.2,3798.0,United States,,GTX,4821
L8POFR0T,James Ascencio,MG Advanced,Finjob,Won,2017-10-24,2017-12-31,3296.0,True,True,68.0,Summer Sewald,West,employment,1988.0,2059.9,3644.0,United States,,MG,3393
RYF41KOV,Jonathan Berthelot,GTX Plus Basic,Domzoom,Lost,2017-10-24,2017-10-25,0.0,False,True,1.0,Melvin Marxen,Central,entertainment,1998.0,217.87,551.0,United States,,GTX,1096
MV7NPCI9,Jonathan Berthelot,GTX Basic,Betatech,Won,2017-10-24,2017-10-29,519.0,True,True,5.0,Melvin Marxen,Central,medical,1986.0,647.18,1185.0,Kenya,,GTX,550
TSN98FPQ,Jonathan Berthelot,GTX Plus Basic,Betatech,Won,2017-10-24,2017-10-25,1243.0,True,True,1.0,Melvin Marxen,Central,medical,1986.0,647.18,1185.0,Kenya,,GTX,1096
SQW60VII,Kami Bicknell,MG Advanced,Fasehatice,Lost,2017-10-24,2017-10-26,0.0,False,True,2.0,Summer Sewald,West,retail,1990.0,4968.91,7523.0,United States,,MG,3393
PGG2DUPO,Lajuana Vencill,GTX Plus Basic,Ron-tech,Won,2017-10-24,2017-10-31,1133.0,True,True,7.0,Dustin Brinkmann,Central,medical,1992.0,3922.42,6837.0,United States,,GTX,1096
85U38YFD,Marty Freudenburg,GTX Basic,Hottechi,Lost,2017-10-24,2017-12-24,0.0,False,True,61.0,Melvin Marxen,Central,technolgy,1997.0,8170.38,16499.0,Korea,,GTX,550
M7V7UJHZ,Marty Freudenburg,MG Advanced,Genco Pura Olive Oil Company,Lost,2017-10-24,2017-12-29,0.0,False,True,66.0,Melvin Marxen,Central,retail,2007.0,894.33,1635.0,Italy,,MG,3393
S56NVD4M,Maureen Marcano,GTX Plus Pro,Dalttechnology,Won,2017-10-24,2017-11-10,4945.0,True,True,17.0,Summer Sewald,West,software,2013.0,98.79,96.0,United States,Bubba Gump,GTX,5482
Y34O7SKI,Versie Hillebrand,MG Advanced,Treequote,Lost,2017-10-24,2017-10-30,0.0,False,True,6.0,Dustin Brinkmann,Central,telecommunications,1988.0,5266.09,8595.0,United States,Sonron,MG,3393
DSY9VD0O,Vicki Laflamme,GTX Basic,Cheers,Won,2017-10-24,2017-10-26,535.0,True,True,2.0,Celia Rouche,West,entertainment,1993.0,4269.9,6472.0,United States,Massive Dynamic,GTX,550
HWOBBZWQ,Wilburn Farren,GTX Basic,,Engaging,2017-10-24,,,False,False,,Cara Losch,East,,,,,,,GTX,550
6ZR7IUC4,Zane Levy,MG Advanced,Zoomit,Lost,2017-10-24,2017-11-07,0.0,False,True,14.0,Summer Sewald,West,entertainment,1992.0,324.19,978.0,United States,,MG,3393
8W9YXI59,Anna Snelling,MG Special,Cancity,Won,2017-10-25,2017-11-26,59.0,True,True,32.0,Dustin Brinkmann,Central,retail,2001.0,718.62,2448.0,United States,,MG,55
OYH46MQB,Corliss Cosme,GTX Basic,,Engaging,2017-10-25,,,False,False,,Cara Losch,East,,,,,,,GTX,550
YEH9VQCD,Daniell Hammack,GTX Basic,Condax,Won,2017-10-25,2017-10-27,526.0,True,True,2.0,Rocco Neubert,East,medical,2017.0,4.54,9.0,United States,,GTX,550
35GT4NM9,Donn Cantrell,GTX Basic,Acme Corporation,Won,2017-10-25,2017-11-05,586.0,True,True,11.0,Rocco Neubert,East,technolgy,1996.0,1100.04,2822.0,United States,,GTX,550
MICIJ00A,Gladys Colclough,MG Advanced,Scottech,Lost,2017-10-25,2017-10-27,0.0,False,True,2.0,Melvin Marxen,Central,marketing,2012.0,45.39,100.0,United States,Inity,MG,3393
D4ABG4I1,Jonathan Berthelot,GTX Pro,Rundofase,Won,2017-10-25,2017-11-10,4356.0,True,True,16.0,Melvin Marxen,Central,technolgy,1983.0,1008.06,1238.0,United States,,GTX,4821
EMK9P63G,Markita Hansen,GTX Basic,Condax,Won,2017-10-25,2017-10-26,566.0,True,True,1.0,Celia Rouche,West,medical,2017.0,4.54,9.0,United States,,GTX,550
HXGDBNAV,Maureen Marcano,MG Advanced,,Engaging,2017-10-25,,,False,False,,Summer Sewald,West,,,,,,,MG,3393
7GWM1WT0,Moses Frase,GTX Basic,Hottechi,Won,2017-10-25,2017-12-30,537.0,True,True,66.0,Dustin Brinkmann,Central,technolgy,1997.0,8170.38,16499.0,Korea,,GTX,550
U0XWF9TW,Violet Mclelland,MG Special,The New York Inquirer,Won,2017-10-25,2017-12-21,47.0,True,True,57.0,Cara Losch,East,medical,1996.0,439.21,792.0,United States,,MG,55
E8L9I3QP,Zane Levy,GTX Basic,Condax,Won,2017-10-25,2017-11-03,447.0,True,True,9.0,Summer Sewald,West,medical,2017.0,4.54,9.0,United States,,GTX,550
63S5SNBC,Anna Snelling,GTX Plus Basic,Domzoom,Won,2017-10-26,2017-10-27,1103.0,True,True,1.0,Dustin Brinkmann,Central,entertainment,1998.0,217.87,551.0,United States,,GTX,1096
3PIPAOVU,Anna Snelling,MG Special,Finhigh,Won,2017-10-26,2017-12-28,57.0,True,True,63.0,Dustin Brinkmann,Central,finance,2006.0,1102.43,1759.0,United States,,MG,55
UBU4E17W,Cassey Cress,GTX Basic,Betasoloin,Lost,2017-10-26,2017-11-06,0.0,False,True,11.0,Rocco Neubert,East,medical,1999.0,251.41,495.0,United States,,GTX,550
99HAV7SY,Cecily Lampkin,GTX Plus Pro,Hottechi,Lost,2017-10-26,2017-11-24,0.0,False,True,29.0,Dustin Brinkmann,Central,technolgy,1997.0,8170.38,16499.0,Korea,,GTX,5482
UX9D17FS,Corliss Cosme,GTX Pro,Ontomedia,Won,2017-10-26,2017-11-04,4525.0,True,True,9.0,Cara Losch,East,employment,1997.0,882.12,2769.0,United States,,GTX,4821
FL804BH8,Darcel Schlecht,GTX Pro,Isdom,Lost,2017-10-26,2017-10-30,0.0,False,True,4.0,Melvin Marxen,Central,medical,2002.0,3178.24,4540.0,United States,,GTX,4821
RWR0W3U8,Darcel Schlecht,GTX Pro,Zumgoity,Lost,2017-10-26,2017-10-27,0.0,False,True,1.0,Melvin Marxen,Central,medical,1984.0,441.08,1210.0,United States,,GTX,4821
8UU0I29V,Elease Gluck,GTX Basic,Fasehatice,Won,2017-10-26,2017-10-28,504.0,True,True,2.0,Celia Rouche,West,retail,1990.0,4968.91,7523.0,United States,,GTX,550
89A54FHW,Gladys Colclough,GTX Pro,Dontechi,Lost,2017-10-26,2017-10-27,0.0,False,True,1.0,Melvin Marxen,Central,software,1982.0,4618.0,10083.0,United States,,GTX,4821
UGAEAB27,Marty Freudenburg,GTX Pro,Scottech,Won,2017-10-26,2017-10-31,4377.0,True,True,5.0,Melvin Marxen,Central,marketing,2012.0,45.39,100.0,United States,Inity,GTX,4821
U2JI00ER,Marty Freudenburg,MG Advanced,Betatech,Won,2017-10-26,2017-10-27,3353.0,True,True,1.0,Melvin Marxen,Central,medical,1986.0,647.18,1185.0,Kenya,,MG,3393
56D231XJ,Maureen Marcano,GTX Plus Pro,Kan-code,Lost,2017-10-26,2017-10-31,0.0,False,True,5.0,Summer Sewald,West,software,1982.0,11698.03,34288.0,United States,,GTX,5482
O2CFE5KX,Maureen Marcano,MG Special,Fasehatice,Won,2017-10-26,2017-11-03,50.0,True,True,8.0,Summer Sewald,West,retail,1990.0,4968.91,7523.0,United States,,MG,55
UCLGT98S,Niesha Huffines,GTX Basic,Conecom,Lost,2017-10-26,2017-10-30,0.0,False,True,4.0,Melvin Marxen,Central,technolgy,2005.0,1520.66,1806.0,United States,,GTX,550
31IV2B9O,Vicki Laflamme,GTX Basic,,Engaging,2017-10-26,,,False,False,,Celia Rouche,West,,,,,,,GTX,550
BZG9DI4Z,Vicki Laflamme,GTX Basic,Blackzim,Lost,2017-10-26,2017-10-28,0.0,False,True,2.0,Celia Rouche,West,retail,2009.0,497.11,1588.0,United States,,GTX,550
E2R39451,Vicki Laflamme,GTX Basic,Groovestreet,Lost,2017-10-26,2017-10-27,0.0,False,True,1.0,Celia Rouche,West,retail,2003.0,223.8,299.0,United States,,GTX,550
KHQR5AKG,Vicki Laflamme,MG Advanced,Sunnamplex,Lost,2017-10-26,2017-11-04,0.0,False,True,9.0,Celia Rouche,West,marketing,2008.0,894.37,1593.0,Poland,,MG,3393
NMI79ZYT,Violet Mclelland,GTX Basic,Ganjaflex,Lost,2017-10-26,2017-10-31,0.0,False,True,5.0,Cara Losch,East,retail,1995.0,5158.71,17479.0,Japan,,GTX,550
RU3HH59R,Violet Mclelland,GTX Basic,Zencorporation,Lost,2017-10-26,2017-10-28,0.0,False,True,2.0,Cara Losch,East,technolgy,2011.0,40.79,142.0,China,,GTX,550
4D0K5T7T,Zane Levy,GTX Pro,Gogozoom,Engaging,2017-10-26,,,False,False,,Summer Sewald,West,telecommunications,2007.0,86.68,187.0,United States,Sonron,GTX,4821
IE1N4OUS,Anna Snelling,GTX Plus Pro,Rundofase,Won,2017-10-27,2017-12-07,5269.0,True,True,41.0,Dustin Brinkmann,Central,technolgy,1983.0,1008.06,1238.0,United States,,GTX,5482
